"artigo_id","artigo_titulo","artigo_arquivo","ementa_id","ementa_topico","score_relevancia","total_temas","percentual_match"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","8","Prova e atividades avaliativas","2","6","33.3"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","13","Estratégias de experimentação","2","4","50.0"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","14","Processo de experimentação","2","4","50.0"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","15","Planejamento de experimento","2","5","40.0"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","16","Execução de experimento","2","5","40.0"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","17","Análise de resultados de experimentos","2","6","33.3"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","18","Apresentação de resultados experimentais","2","6","33.3"
"60","The role of measurement uncertainty in the validation of a measurement procedure","The role of measurement uncertainty in the validation of a measurement procedure.pdf","19","Provas e atividades avaliativas","2","6","33.3"
"61","Proceedings Template - WORD","Top Challenges from the first Practical Online Controlled Experiments Summit.pdf","13","Estratégias de experimentação","2","4","50.0"
"61","Proceedings Template - WORD","Top Challenges from the first Practical Online Controlled Experiments Summit.pdf","14","Processo de experimentação","2","4","50.0"
"61","Proceedings Template - WORD","Top Challenges from the first Practical Online Controlled Experiments Summit.pdf","17","Análise de resultados de experimentos","2","6","33.3"
"61","Proceedings Template - WORD","Top Challenges from the first Practical Online Controlled Experiments Summit.pdf","18","Apresentação de resultados experimentais","2","6","33.3"
"61","Proceedings Template - WORD","Top Challenges from the first Practical Online Controlled Experiments Summit.pdf","19","Provas e atividades avaliativas","2","6","33.3"
"62","Towards Improving Experimentation in Software Engineering","Towards Improving Experimentation in Software Engineering.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"62","Towards Improving Experimentation in Software Engineering","Towards Improving Experimentation in Software Engineering.pdf","3","Métricas de produto","2","5","40.0"
"62","Towards Improving Experimentation in Software Engineering","Towards Improving Experimentation in Software Engineering.pdf","4","Métricas de processo","2","5","40.0"
"62","Towards Improving Experimentation in Software Engineering","Towards Improving Experimentation in Software Engineering.pdf","5","Métricas de projeto","2","5","40.0"
"62","Towards Improving Experimentation in Software Engineering","Towards Improving Experimentation in Software Engineering.pdf","6","Processos e técnicas de medição","2","5","40.0"
"62","Towards Improving Experimentation in Software Engineering","Towards Improving Experimentation in Software Engineering.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"62","Towards Improving Experimentation in Software Engineering","Towards Improving Experimentation in Software Engineering.pdf","8","Prova e atividades avaliativas","2","6","33.3"
"62","Towards Improving Experimentation in Software Engineering","Towards Improving Experimentation in Software Engineering.pdf","9","Distribuições de probabilidade","2","5","40.0"
"62","Towards Improving Experimentation in Software Engineering","Towards Improving Experimentation in Software Engineering.pdf","10","Testes de hipótese","2","5","40.0"
"62","Towards Improving Experimentation in Software Engineering","Towards Improving Experimentation in Software Engineering.pdf","11","Análise multivariada","2","4","50.0"
"62","Towards Improving Experimentation in Software Engineering","Towards Improving Experimentation in Software Engineering.pdf","12","Atividades avaliativas","2","5","40.0"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","3","Métricas de produto","2","5","40.0"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","4","Métricas de processo","2","5","40.0"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","5","Métricas de projeto","2","5","40.0"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","6","Processos e técnicas de medição","2","5","40.0"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","8","Prova e atividades avaliativas","2","6","33.3"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","13","Estratégias de experimentação","2","4","50.0"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","14","Processo de experimentação","2","4","50.0"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","15","Planejamento de experimento","2","5","40.0"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","16","Execução de experimento","2","5","40.0"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","17","Análise de resultados de experimentos","2","6","33.3"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","18","Apresentação de resultados experimentais","2","6","33.3"
"63","Unlocking inclusive education: A quality assessment of software design in applications for children with autism","Unlocking inclusive education A quality assessment of software design in applications for children with autism.pdf","19","Provas e atividades avaliativas","2","6","33.3"
"64","Unveiling Hybrid Cyclomatic Complexity: A Comprehensive Analysis and Evaluation as an Integral Feature in Automatic Defect Prediction Models","Unveiling Hybrid Cyclomatic Complexity A Comprehensive Analysis and Evaluation as an Integral Feature in Automatic Defect Prediction Models.pdf","3","Métricas de produto","2","5","40.0"
"64","Unveiling Hybrid Cyclomatic Complexity: A Comprehensive Analysis and Evaluation as an Integral Feature in Automatic Defect Prediction Models","Unveiling Hybrid Cyclomatic Complexity A Comprehensive Analysis and Evaluation as an Integral Feature in Automatic Defect Prediction Models.pdf","4","Métricas de processo","2","5","40.0"
"64","Unveiling Hybrid Cyclomatic Complexity: A Comprehensive Analysis and Evaluation as an Integral Feature in Automatic Defect Prediction Models","Unveiling Hybrid Cyclomatic Complexity A Comprehensive Analysis and Evaluation as an Integral Feature in Automatic Defect Prediction Models.pdf","5","Métricas de projeto","2","5","40.0"
"64","Unveiling Hybrid Cyclomatic Complexity: A Comprehensive Analysis and Evaluation as an Integral Feature in Automatic Defect Prediction Models","Unveiling Hybrid Cyclomatic Complexity A Comprehensive Analysis and Evaluation as an Integral Feature in Automatic Defect Prediction Models.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"65","Web System for Metrics Control applying the GQM Method in a Software Development Center","WEB_SYSTEM_FOR_METRICS_CONTROL_APPLYING_THE_GQM_ME.pdf","3","Métricas de produto","2","5","40.0"
"65","Web System for Metrics Control applying the GQM Method in a Software Development Center","WEB_SYSTEM_FOR_METRICS_CONTROL_APPLYING_THE_GQM_ME.pdf","4","Métricas de processo","2","5","40.0"
"65","Web System for Metrics Control applying the GQM Method in a Software Development Center","WEB_SYSTEM_FOR_METRICS_CONTROL_APPLYING_THE_GQM_ME.pdf","5","Métricas de projeto","2","5","40.0"
"65","Web System for Metrics Control applying the GQM Method in a Software Development Center","WEB_SYSTEM_FOR_METRICS_CONTROL_APPLYING_THE_GQM_ME.pdf","7","Identificação, organização e validação de métricas de software","2","7","28.6"
"66","What's DAT? Three Case Studies of Measuring Software Development Productivity at Meta With Diff Authoring Time","Whats DAT Three Case Studies of Measuring Software.pdf","13","Estratégias de experimentação","2","4","50.0"
"66","What's DAT? Three Case Studies of Measuring Software Development Productivity at Meta With Diff Authoring Time","Whats DAT Three Case Studies of Measuring Software.pdf","14","Processo de experimentação","2","4","50.0"
"66","What's DAT? Three Case Studies of Measuring Software Development Productivity at Meta With Diff Authoring Time","Whats DAT Three Case Studies of Measuring Software.pdf","17","Análise de resultados de experimentos","2","6","33.3"
"66","What's DAT? Three Case Studies of Measuring Software Development Productivity at Meta With Diff Authoring Time","Whats DAT Three Case Studies of Measuring Software.pdf","18","Apresentação de resultados experimentais","2","6","33.3"
"66","What's DAT? Three Case Studies of Measuring Software Development Productivity at Meta With Diff Authoring Time","Whats DAT Three Case Studies of Measuring Software.pdf","19","Provas e atividades avaliativas","2","6","33.3"
"7","A Survey of Controlled Experiments","A Survey of Controlled Experiments in Software Engineering..pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
"7","A Survey of Controlled Experiments","A Survey of Controlled Experiments in Software Engineering..pdf","6","Processos e técnicas de medição","2","5","40.0"
"7","A Survey of Controlled Experiments","A Survey of Controlled Experiments in Software Engineering..pdf","8","Prova e atividades avaliativas","2","6","33.3"
"8","arXiv:1801.06475v1  [cs.SE]  19 Jan 2018","A Systematic Review of Productivity Factors in Software Development.pdf","2","Nivelamento e revisão de fundamentos de engenharia de software","2","6","33.3"
